"Family","Genus","Species","CTmax","CTmin","Lat_max","Long_max","Lat_min","Long_min","CTmax_Tmax","CTmax_Tmin","CTmax_Tmean","CTmax_STR","CTmin_Tmax","CTmin_Tmin","CTmin_Tmean","CTmin_STR","Group","CTrange","Chelsa_STmax","Chelsa_STmin","Chelsa_STR","Temp_block"
"Bufonidae","Bufo","alvarius",39.9,2.5,31,-112,31,-112,37.11,4.38,20.48,32.73,37.11,4.38,20.48,32.73,"Amphibian",37.4,38.3033333333333,6.49333333333333,31.81,"Block_1"
"Bufonidae","Bufo","canaliferus",37.3,9.5,14.58,-90.53,14.58,-90.53,23.89,10.82,18.47,13.07,23.89,10.82,18.47,13.07,"Amphibian",27.8,24.8333333333333,12.5933333333333,12.24,"Block_1"
"Bufonidae","Bufo","canorus",38,-2,38,-119.3,38,-119.3,25.95,-6.76,6.62,32.71,25.95,-6.76,6.62,32.71,"Amphibian",40,19.9033333333333,-12.21,32.1133333333333,"Block_1"
"Bufonidae","Bufo","cognatus",41.3,-4,31,-112,31,-112,37.11,4.38,20.48,32.73,37.11,4.38,20.48,32.73,"Amphibian",45.3,38.3033333333333,6.49333333333333,31.81,"Block_1"
"Bufonidae","Bufo","debilis",40.1,2.5,27,-109.7,27,-109.7,37.28,9.57,24.56,27.7,37.28,9.57,24.56,27.7,"Amphibian",37.6,36.6633333333333,11.4566666666667,25.2066666666666,"Block_1"
"Bufonidae","Bufo","exsul",37.1,-4,38,-118,38,-118,33.34,-5.8,11.3,39.13,33.34,-5.8,11.3,39.13,"Amphibian",41.1,34.3633333333333,-3.85333333333333,38.2166666666666,"Block_1"
"Bufonidae","Bufo","haemititicus",37.5,9.5,10,-83.7,10,-83.7,28.82,20.74,25.02,8.07,28.82,20.74,25.02,8.07,"Amphibian",28,21.3066666666667,13.0433333333333,8.2633333333334,"Block_1"
"Bufonidae","Bufo","marinus",41.8,11,9,-79.5,9,-79.5,29.86,21.93,26.21,7.94,29.86,21.93,26.21,7.94,"Amphibian",30.8,28.94,24.4666666666667,4.4733333333333,"Block_1"
"Bufonidae","Bufo","marmoreus",40.2,7.8,17,-96.7,17,-96.7,23.91,7.39,17.61,16.53,23.91,7.39,17.61,16.53,"Amphibian",32.4,23.8833333333333,9.85999999999999,14.0233333333333,"Block_1"
"Bufonidae","Bufo","mazatlanensis",39.9,5,27,-109.7,27,-109.7,37.28,9.57,24.56,27.7,37.28,9.57,24.56,27.7,"Amphibian",34.9,36.6633333333333,11.4566666666667,25.2066666666666,"Block_1"
"Craugastoridae","Craugastor","fleischmanni",31.4,6,10,-83.7,10,-83.7,28.82,20.74,25.02,8.07,28.82,20.74,25.02,8.07,"Amphibian",25.4,21.3066666666667,13.0433333333333,8.2633333333334,"Block_1"
"Dendrobatidae","Dendrobates","auratus",34.8,9.5,10,-83.5,10,-83.5,30.58,23.01,26.87,7.57,30.58,23.01,26.87,7.57,"Amphibian",25.3,24.91,16.8566666666667,8.0533333333333,"Block_1"
"Eleutherodactylidae","Eleutherodactylus","coqui",37.2,7.5,18.4,-65.8,18.4,-65.8,30.29,20.32,25.62,9.97,30.29,20.32,25.62,9.97,"Amphibian",29.7,29.5133333333333,23.0633333333333,6.45,"Block_1"
"Eleutherodactylidae","Eleutherodactylus","portoricensus",36.3,7.5,18.31,-65.75,18.31,-65.75,30.29,20.32,25.62,9.97,30.29,20.32,25.62,9.97,"Amphibian",28.8,26.2866666666667,20.0333333333333,6.2533333333334,"Block_1"
"Hylidae","Hyla","regilla",37.7,-1,34.12,-116.82,34.12,-116.82,32.77,-0.21,13.94,32.98,32.77,-0.21,13.94,32.98,"Amphibian",38.7,20.7266666666667,-8.61333333333334,29.34,"Block_1"
"Hylidae","Hyla","walkeri",38.1,-2.2,16.75,-92.63,16.75,-92.63,26.78,10.85,20.06,15.93,26.78,10.85,20.06,15.93,"Amphibian",40.3,20.6533333333333,8.50666666666666,12.1466666666666,"Block_1"
"Hylidae","Pachymedusa","dacnicolor",28.8,2.5,24,-106.9,24,-106.9,33.51,14.25,25.58,19.26,33.51,14.25,25.58,19.26,"Amphibian",26.3,30.87,16.1833333333333,14.6866666666667,"Block_1"
"Hylidae","Pseudacris","cadaverina",36.8,-1.4,34,-116.7,34,-116.7,32.77,-0.21,13.94,32.98,32.77,-0.21,13.94,32.98,"Amphibian",38.2,31.14,1.03,30.11,"Block_1"
"Hylidae","Pseudacris","regilla",36.6,-1,34,-117.7,34,-117.7,31.45,2.04,14.83,29.41,31.45,2.04,14.83,29.41,"Amphibian",37.6,30.9533333333333,7.22,23.7333333333333,"Block_1"
"Hylidae","Pternohyla","fodiens",39.5,6.5,28,-109.7,28,-109.7,38.14,8.46,25.21,29.67,38.14,8.46,25.21,29.67,"Amphibian",33,36.1466666666667,8.56,27.5866666666667,"Block_1"
"Hylidae","Smilisca","baudini",40.4,5,30,-106.9,30,-106.9,35.92,0.61,18.36,35.31,35.92,0.61,18.36,35.31,"Amphibian",35.4,32.3866666666667,1.91666666666666,30.47,"Block_1"
"Hylidae","Tlalocohyla","smithii",42.5,5,22,-104.8,22,-104.8,29.34,8.65,20.89,20.68,29.34,8.65,20.89,20.68,"Amphibian",37.5,29.4166666666667,12.1633333333333,17.2533333333334,"Block_1"
"Leptodactylidae","Leptodactylus","melanotus",39.8,5,30,-110.7,30,-110.7,34.92,4.51,20.16,30.41,34.92,4.51,20.16,30.41,"Amphibian",34.8,34.44,4.85,29.59,"Block_1"
"Pelobatidae","Spea","hammondii",40.3,0,30,-110.3,30,-110.3,34.53,4.05,19.93,30.48,34.53,4.05,19.93,30.48,"Amphibian",40.3,35.1566666666667,5.28333333333333,29.8733333333334,"Block_1"
"Ranidae","Rana","cascadae",33.6,-1,40,-120.8,40,-120.8,29.15,-5.16,8.64,34.31,29.15,-5.16,8.64,34.31,"Amphibian",34.6,26.4333333333333,-8.88,35.3133333333333,"Block_1"
"Ranidae","Rana","palmipes",36.9,-1,9.75,-83.75,9.75,-83.75,22.69,13.3,18.41,9.39,22.69,13.3,18.41,9.39,"Amphibian",37.9,24.2566666666667,15.8833333333333,8.3733333333334,"Block_1"
"Ranidae","Rana","pipiens",35.2,-1.6,16.7,-92.8,16.7,-92.8,26.78,10.85,20.06,15.93,26.78,10.85,20.06,15.93,"Amphibian",36.8,22.7333333333333,10.4433333333333,12.29,"Block_1"
"Ranidae","Rana","pretiosa",34.8,-1,51,-121.5,51,-121.5,23.01,-10.86,3.99,33.87,23.01,-10.86,3.99,33.87,"Amphibian",35.8,23.8566666666667,-9.96666666666667,33.8233333333334,"Block_1"
"Ranidae","Rana","warszewitschii",32.8,4.8,10,-83.7,10,-83.7,28.82,20.74,25.02,8.07,28.82,20.74,25.02,8.07,"Amphibian",28,21.3066666666667,13.0433333333333,8.2633333333334,"Block_1"
"Plethodontidae","Desmognathus","fuscus",34.9,-2.3,39.7,-84.7,39.7,-84.7,29.21,-6.84,11.05,36.05,29.21,-6.84,11.05,36.05,"Amphibian",37.2,28.1233333333333,-5.46333333333333,33.5866666666666,"Block_1"
"Plethodontidae","Eurycea","bislineata",35,-2,39.7,-84.7,39.7,-84.7,29.21,-6.84,11.05,36.05,29.21,-6.84,11.05,36.05,"Amphibian",37,28.1233333333333,-5.46333333333333,33.5866666666666,"Block_1"
"Anatidae","Anas","aucklandica",37,30,-40.7,175.6,-40.7,175.6,21.85,2.69,11.64,19.15,21.85,2.69,11.64,19.15,"Bird",7,10.6866666666667,8.65666666666666,2.03000000000004,"Block_25"
"Anatidae","Anas","gracilis",39,30,-40.7,175.6,-40.7,175.6,21.85,2.69,11.64,19.15,21.85,2.69,11.64,19.15,"Bird",9,10.6866666666667,8.65666666666666,2.03000000000004,"Block_25"
"Apodidae","Collocalia","esculenta",34,31.5,-5.13,145.48,-5.13,145.48,31.71,20.5,26.22,11.21,31.71,20.5,26.22,11.21,"Bird",2.5,29.23,23.5666666666667,5.6633333333333,"Block_27"
"Apodidae","Collocalia","vanikorensis",34,30,-5.13,145.48,-5.13,145.48,31.71,20.5,26.22,11.21,31.71,20.5,26.22,11.21,"Bird",4,29.23,23.5666666666667,5.6633333333333,"Block_27"
"Bucerotidae","Bycanistes","bucinator",30,24,-10.48,28.39,-10.48,28.39,28.52,10.77,22.85,17.75,28.52,10.77,22.85,17.75,"Bird",6,27.8366666666667,18.3133333333333,9.5233333333334,"Block_19"
"Aegothelidae","Aegotheles","cristatus",34.8,31.3,-30.35,151.45,-30.35,151.45,29.12,0.22,14.69,28.9,29.12,0.22,14.69,28.9,"Bird",3.5,13.93,10.5966666666667,3.3333333333333,"Block_26"
"Caprimulgidae","Caprimulgus ","vociferus",37,25,42.78,-97,42.78,-97,30.34,-12.2,9.45,42.53,30.34,-12.2,9.45,42.53,"Bird",12,29.9033333333333,-10.2233333333333,40.1266666666666,"Block_1"
"Caprimulgidae","Chordeiles","minor",39,30,45.16,-84.4,45.16,-84.4,26.22,-11.6,6.49,37.82,26.22,-11.6,6.49,37.82,"Bird",9,25.9766666666667,-11.5533333333333,37.53,"Block_1"
"Thinocoridae","Thinocorus","rumicivorus",38,33,-13.05,-76.43,-13.05,-76.43,25.81,11.38,18.61,14.43,25.81,11.38,18.61,14.43,"Bird",5,20.5033333333333,17.75,2.7533333333333,"Block_18"
"Coliidae","Colius","colius",35,29,-33.07,22.16,-33.07,22.16,29.31,3.02,16,26.28,29.31,3.02,16,26.28,"Bird",6,16.7266666666667,15.9333333333333,0.793333333333399,"Block_19"
"Columbidae","Geophaps","plumifera",39,33,-21.4,118,-21.4,118,38.4,12.06,26.66,26.34,38.4,12.06,26.66,26.34,"Bird",6,26.5766666666667,26.01,0.566666666666698,"Block_26"
"Columbidae","Zenaida","macroura",37.5,30,34.07,-118.47,34.07,-118.47,30.34,5.06,16.52,25.27,30.34,5.06,16.52,25.27,"Bird",7.5,28.5633333333333,8.04666666666667,20.5166666666666,"Block_1"
"Columbidae","Columbina","inca",35,32,32.13,-110.55,32.13,-110.55,34.91,3.33,18.63,31.58,34.91,3.33,18.63,31.58,"Bird",3,30.9133333333333,-1.22333333333334,32.1366666666666,"Block_1"
"Columbidae","Columba","vitiensis",34,22,-6.66,146.99,-6.66,146.99,30.6,18.22,24.25,12.38,30.6,18.22,24.25,12.38,"Bird",12,26.62,25.0233333333333,1.5966666666667,"Block_27"
"Columbidae","Ducula","zoeae",32,19,-6.66,146.99,-6.66,146.99,30.6,18.22,24.25,12.38,30.6,18.22,24.25,12.38,"Bird",13,26.62,25.0233333333333,1.5966666666667,"Block_27"
"Columbidae","Gymnophaps","albertisii",36,22,-6.66,146.99,-6.66,146.99,30.6,18.22,24.25,12.38,30.6,18.22,24.25,12.38,"Bird",14,26.62,25.0233333333333,1.5966666666667,"Block_27"
"Columbidae","Hemiphaga","novaeseelandiae",30,20,-40.72,175.6,-40.72,175.6,21.85,2.69,11.64,19.15,21.85,2.69,11.64,19.15,"Bird",10,11.0133333333333,9.08666666666667,1.92666666666663,"Block_25"
"Columbidae","Ptilinopus","melanospilus",35,30,-7.29,110,-7.29,110,29.9,18.63,24.77,11.27,29.9,18.63,24.77,11.27,"Bird",5,13.87,7.86333333333333,6.00666666666667,"Block_23"
"Columbidae","Ptilinopus","perlatus",32,24,-5.14,145.48,-5.14,145.48,31.71,20.5,26.22,11.21,31.71,20.5,26.22,11.21,"Bird",8,29.4566666666667,23.76,5.6966666666667,"Block_27"
"Alcedinidae","Alcedo","azurea",34,19,-5.22,145.79,-5.22,145.79,31.5,20.7,26.13,10.8,31.5,20.7,26.13,10.8,"Bird",15,27.92,25.1666666666667,2.7533333333333,"Block_27"
"Todidae","Todus","mexicanus",32,29,18.19,-65.45,18.19,-65.45,31.71,22.07,27.14,9.64,31.71,22.07,27.14,9.64,"Bird",3,28.0033333333333,24.6133333333333,3.39,"Block_1"
"Crotophagidae","Guira","guira",33,27,-11.4,-45.48,-11.4,-45.48,31.19,15.4,25.47,15.8,31.19,15.4,25.47,15.8,"Bird",6,27.7266666666667,19.8266666666667,7.9,"Block_18"
"Neomorphidae","Geococcyx","californianus",36,27,34,-111,34,-111,30.07,-5.49,11.19,35.57,30.07,-5.49,11.19,35.57,"Bird",9,30.8766666666667,-2.56333333333333,33.44,"Block_1"
"Falconidae","Falco","rupicoloides",30,15,-29.50416667,30.00833333,-29.50416667,30.00833333,26.07,3.88,17.14,22.19,26.07,3.88,17.14,22.19,"Bird",15,17.2,14.9466666666667,2.2533333333333,"Block_19"
"Falconidae","Daptrius","ater",35,19.5,29.68,-82.43,29.68,-82.43,33.2,6.98,21.06,26.22,33.2,6.98,21.06,26.22,"Bird",15.5,32.23,8.71333333333334,23.5166666666667,"Block_1"
"Megapodiidae","Leipoa","ocellata",37,22,-34.55,138.36,-34.55,138.36,30.23,7.11,17.22,23.12,30.23,7.11,17.22,23.12,"Bird",15,18.36,14.3733333333333,3.9866666666667,"Block_26"
"Odontophoridae","Callipepla","californica",37.5,27.5,34.07,-118.47,34.07,-118.47,30.34,5.06,16.52,25.27,30.34,5.06,16.52,25.27,"Bird",10,28.5633333333333,8.04666666666667,20.5166666666666,"Block_1"
"Phasianidae","Alectoris","chukar",38.5,28,30.86,34.76,30.86,34.76,33.63,5.66,19.55,27.97,33.63,5.66,19.55,27.97,"Bird",10.5,32.8466666666667,6.25333333333333,26.5933333333334,"Block_13"
"Phasianidae","Lagopus","leucura",38,9,48.41,-113.71,48.41,-113.71,24.74,-9.52,4.89,34.26,24.74,-9.52,4.89,34.26,"Bird",29,25.6666666666667,-7.38666666666666,33.0533333333334,"Block_1"
"Phasianidae","Syrmaticus","ellioti",31.6,24.5,25.15,110.19,25.15,110.19,32.18,5.46,19.38,26.72,32.18,5.46,19.38,26.72,"Bird",7.1,31.2033333333333,6.18,25.0233333333333,"Block_16"
"Phasianidae","Syrmaticus","humiae",29.2,23,25.15,110.19,25.15,110.19,32.18,5.46,19.38,26.72,32.18,5.46,19.38,26.72,"Bird",6.2,31.2033333333333,6.18,25.0233333333333,"Block_16"
"Phasianidae","Coturnix","pectoralis",35,30,-35.17,139.02,-35.17,139.02,29.13,6.22,16.08,22.92,29.13,6.22,16.08,22.92,"Bird",5,15.1433333333333,14.3166666666667,0.8266666666666,"Block_26"
"Rallidae","Fulica","atra",34,20,56,10.2,56,10.2,21.83,-1.16,8.53,22.99,21.83,-1.16,8.53,22.99,"Bird",14,19.9366666666667,0.370000000000002,19.5666666666667,"Block_8"
"Rallidae","Aramides","cajanea",38,30,27.56,-104.1,27.56,-104.1,34.55,0.65,19.29,33.9,34.55,0.65,19.29,33.9,"Bird",8,32.1233333333333,6.45666666666667,25.6666666666666,"Block_1"
"Rallidae","Porphyrio","hochstetteri",31,9,-40.54,174.53,-40.54,174.53,21.94,4.43,12.99,17.51,21.94,4.43,12.99,17.51,"Bird",22,16.1333333333333,12.4733333333333,3.66,"Block_25"
"Rallidae","Porzana","cinerea",37,28,-31.15,146.55,-31.15,146.55,35.38,4.35,19.26,31.04,35.38,4.35,19.26,31.04,"Bird",9,21.7433333333333,15.6666666666667,6.0766666666666,"Block_26"
"Rallidae","Gallinula","mortierii",35,15,-41.21,146.37,-41.21,146.37,21.47,4.17,11.97,17.3,21.47,4.17,11.97,17.3,"Bird",20,12.9766666666667,12.0266666666667,0.950000000000001,"Block_26"
"Acanthizidae","Crateroscelis","robusta",28,11,-5.31,143.52,-5.31,143.52,30.19,12.23,21.33,17.96,30.19,12.23,21.33,17.96,"Bird",17,13.3233333333333,6.32,7.0033333333333,"Block_27"
"Alaudidae","Alaemon","alaudipes",37.5,32.7,22.15,41.5,22.15,41.5,40.12,10.65,26.47,29.47,40.12,10.65,26.47,29.47,"Bird",4.8,39.64,10.3666666666667,29.2733333333333,"Block_15"
"Alaudidae","Alauda","arvensis",35.1,22.2,52.52,6.2,52.52,6.2,22.58,0.49,10.03,22.09,22.58,0.49,10.03,22.09,"Bird",12.9,22.29,0.8,21.49,"Block_8"
"Alaudidae","Eremalauda","dunni",43.6,31.5,22.15,41.5,22.15,41.5,40.12,10.65,26.47,29.47,40.12,10.65,26.47,29.47,"Bird",12.1,39.64,10.3666666666667,29.2733333333333,"Block_15"
"Alaudidae","Lullula","arborea",37.5,27.6,52.52,6.2,52.52,6.2,22.58,0.49,10.03,22.09,22.58,0.49,10.03,22.09,"Bird",9.9,22.29,0.8,21.49,"Block_8"
"Alaudidae","Calendulauda","erythroclamys",35.1,27.9,-23.33,15.05,-23.33,15.05,31.02,10.11,21.02,20.92,31.02,10.11,21.02,20.92,"Bird",7.2,27.0066666666667,15.69,11.3166666666667,"Block_19"
"Certhiidae","Thryothorus","ludovicianus",35,27,29.64,-82.19,29.64,-82.19,33.2,6.98,21.06,26.22,33.2,6.98,21.06,26.22,"Bird",8,32.2433333333333,9.11999999999999,23.1233333333333,"Block_1"
"Cinclidae","Cinclus","mexicanus",34,11.5,46.88,-114.21,46.88,-114.21,28.42,-8.18,6.4,36.6,28.42,-8.18,6.4,36.6,"Bird",22.5,26.2,-9.52333333333333,35.7233333333333,"Block_1"
"Corvidae","Pica","nuttalli",33.5,13.5,42.87,-112.26,42.87,-112.26,29.54,-10.49,6.27,40.03,29.54,-10.49,6.27,40.03,"Bird",20,29.3066666666667,-9.55,38.8566666666667,"Block_1"
"Corvidae","Pica","hudsonia",32.5,21,42.87,-112.26,42.87,-112.26,29.54,-10.49,6.27,40.03,29.54,-10.49,6.27,40.03,"Bird",11.5,29.3066666666667,-9.55,38.8566666666667,"Block_1"
"Corvidae","Aphelocoma","coerulescens",34,12.4,33.71,-117.61,33.71,-117.61,27.99,7.05,17.31,20.94,27.99,7.05,17.31,20.94,"Bird",21.6,29.6733333333333,5.00333333333333,24.67,"Block_1"
"Corvidae","Cyanocitta","stelleri",31.8,28,34.09,-116.92,34.09,-116.92,32.77,-0.21,13.94,32.98,32.77,-0.21,13.94,32.98,"Bird",3.8,28.27,-0.216666666666668,28.4866666666667,"Block_1"
"Corvidae","Cnemophilus","loriae",32,20,-6.66,146.99,-6.66,146.99,30.6,18.22,24.25,12.38,30.6,18.22,24.25,12.38,"Bird",12,26.62,25.0233333333333,1.5966666666667,"Block_27"
"Estrildidae","Lonchura","fuscans",39,30,4.53,114.56,4.53,114.56,32.16,23.33,27.49,8.83,32.16,23.33,27.49,8.83,"Bird",9,30.5233333333333,23.3566666666667,7.1666666666666,"Block_16"
"Fringillidae","Cardinalis","cardinalis",42.6,29,32.13,-110.98,32.13,-110.98,34.91,3.33,18.63,31.58,34.91,3.33,18.63,31.58,"Bird",13.6,37.3633333333333,4.9,32.4633333333333,"Block_1"
"Fringillidae","Cardinalis","sinuatus",42.8,30,32.13,-110.98,32.13,-110.98,34.91,3.33,18.63,31.58,34.91,3.33,18.63,31.58,"Bird",12.8,37.3633333333333,4.9,32.4633333333333,"Block_1"
"Fringillidae","Cyanerpes","cyaneus",35,25,10.15,-64.28,10.15,-64.28,29.07,17.26,24.05,11.81,29.07,17.26,24.05,11.81,"Bird",10,28.1066666666667,20.14,7.9666666666667,"Block_1"
"Fringillidae","Amphispiza","belli",37,28,43.5,-121.08,43.5,-121.08,26.71,-7.8,5.66,34.5,26.71,-7.8,5.66,34.5,"Bird",9,29.3533333333333,-4.68333333333333,34.0366666666666,"Block_1"
"Fringillidae","Carpodacus","cassinii",37.5,22,38.33,-119.64,38.33,-119.64,24.35,-5.85,6.26,30.2,24.35,-5.85,6.26,30.2,"Bird",15.5,21.17,-11.41,32.58,"Block_1"
"Icteridae","Agelaius","phoeniceus",40,27.5,42.5,-82.48,42.5,-82.48,27.54,-7.45,9.23,34.99,27.54,-7.45,9.23,34.99,"Bird",12.5,26.7666666666667,-6.37333333333333,33.14,"Block_1"
"Laniidae","Lanius","collaris",35,25,-29.53,30.59,-29.53,30.59,27.22,8.03,19.51,19.19,27.22,8.03,19.51,19.19,"Bird",10,20.1466666666667,16.56,3.5866666666667,"Block_19"
"Maluridae","Malurus","cyaneus",35,26,-37.48,145,-37.48,145,27.76,3.84,14.06,23.92,27.76,3.84,14.06,23.92,"Bird",9,13.61,11.24,2.37,"Block_26"
"Melanocharitidae","Toxorhamphus","poliopterus",30,19,-5.96,143.07,-5.96,143.07,27.41,7.14,17.21,20.27,27.41,7.14,17.21,20.27,"Bird",11,18.2833333333333,12.19,6.0933333333333,"Block_27"
"Meliphagidae","Lichenostomus","virescens",39,33,-31.57,115.51,-31.57,115.51,31.23,9.06,18.86,22.16,31.23,9.06,18.86,22.16,"Bird",6,19.8966666666667,17.2533333333333,2.6433333333334,"Block_26"
"Meliphagidae","Lichmera","indistincta",39,30,-34.12,116.62,-34.12,116.62,27.94,6.47,15.53,21.46,27.94,6.47,15.53,21.46,"Bird",9,13.85,13.83,0.0199999999999996,"Block_26"
"Pachycephalidae","Pitohui","nigrescens",30,13,-5.96,143.07,-5.96,143.07,27.41,7.14,17.21,20.27,27.41,7.14,17.21,20.27,"Bird",17,18.2833333333333,12.19,6.0933333333333,"Block_27"
"Pachycephalidae","Psittacella","brehmii",31,23,-5.31,143.52,-5.31,143.52,30.19,12.23,21.33,17.96,30.19,12.23,21.33,17.96,"Bird",8,13.3233333333333,6.32,7.0033333333333,"Block_27"
"Paradisaeidae","Manucodia","chalybatus",30,20,-6.66,146.99,-6.66,146.99,30.6,18.22,24.25,12.38,30.6,18.22,24.25,12.38,"Bird",10,26.62,25.0233333333333,1.5966666666667,"Block_27"
"Paradisaeidae","Paradisaea","rudolphi",33,17,-6.66,146.99,-6.66,146.99,30.6,18.22,24.25,12.38,30.6,18.22,24.25,12.38,"Bird",16,26.62,25.0233333333333,1.5966666666667,"Block_27"
"Paradisaeidae","Parotia","lawesii",30,17,-6.66,146.99,-6.66,146.99,30.6,18.22,24.25,12.38,30.6,18.22,24.25,12.38,"Bird",13,26.62,25.0233333333333,1.5966666666667,"Block_27"
"Paradisaeidae","Parotia","wahnesi",30,22,-6.66,146.99,-6.66,146.99,30.6,18.22,24.25,12.38,30.6,18.22,24.25,12.38,"Bird",8,26.62,25.0233333333333,1.5966666666667,"Block_27"
"Paridae","Baeolophus","ridgwayi",35.7,17.1,41.5,-113.25,41.5,-113.25,30.81,-7.38,8.89,38.19,30.81,-7.38,8.89,38.19,"Bird",18.6,31.7433333333333,-6.59666666666667,38.34,"Block_1"
"Paridae","Parus?","gambeli",31.5,14.7,41.52,-111.3,41.52,-111.3,27.86,-13.37,4.43,41.24,27.86,-13.37,4.43,41.24,"Bird",16.8,27.16,-12.4533333333333,39.6133333333333,"Block_1"
"Paridae","Parus","atricapillus",31.5,25.5,42.44,-76.5,42.44,-76.5,26.86,-8.91,8.47,35.77,26.86,-8.91,8.47,35.77,"Bird",6,27.5933333333333,-7.17666666666666,34.77,"Block_1"
"Passeridae","Passer","domesticus",35,20,29.7,-95.4,29.7,-95.4,33.36,7.48,21.2,25.88,33.36,7.48,21.2,25.88,"Bird",15,33.1666666666667,8.32666666666667,24.84,"Block_1"
"Petroicidae","Peneothello","sigillata",30,10,-5.31,143.52,-5.31,143.52,30.19,12.23,21.33,17.96,30.19,12.23,21.33,17.96,"Bird",20,13.3233333333333,6.32,7.0033333333333,"Block_27"
"Pycnonotidae","Pycnonotus","sinensis",33,25,27.88,120.36,27.88,120.36,31.09,3.91,17.57,27.17,31.09,3.91,17.57,27.17,"Bird",8,31.7533333333333,2.52666666666667,29.2266666666666,"Block_16"
"Rhipiduridae","Rhipidura","atra",29,13,-5.31,143.52,-5.31,143.52,30.19,12.23,21.33,17.96,30.19,12.23,21.33,17.96,"Bird",16,13.3233333333333,6.32,7.0033333333333,"Block_27"
"Sittidae","Sitta","canadensis",38,28,46.51,-114,46.51,-114,27.81,-8.54,6.08,36.34,27.81,-8.54,6.08,36.34,"Bird",10,28.7433333333333,-7.42666666666666,36.17,"Block_1"
"Sturnidae","Onychognathus","tristramii",36.5,21.5,30.38,35.25,30.38,35.25,36.28,5.66,20.85,30.62,36.28,5.66,20.85,30.62,"Bird",15,36.3066666666667,7.87333333333333,28.4333333333334,"Block_13"
"Sturnidae","Sturnus","vulgaris",36.5,29.5,30.75,34.85,30.75,34.85,33.63,5.66,19.55,27.97,33.63,5.66,19.55,27.97,"Bird",7,32.92,5.42333333333333,27.4966666666667,"Block_13"
"Sturnidae","Acridotheres","cristatellus",32.5,25,27.29,120.51,27.29,120.51,30.72,6.36,18.58,24.36,30.72,6.36,18.58,24.36,"Bird",7.5,27.8966666666667,6.72666666666667,21.17,"Block_16"
"Sylviidae","Eremiornis","carteri",40,30,-20.79,115.45,-20.79,115.45,36.39,13.36,26.13,23.03,36.39,13.36,26.13,23.03,"Bird",10,26.6766666666667,22.7566666666667,3.92,"Block_26"
"Thamnophilidae","Hylophylax","naevioides",34,30,9,-79,9,-79,30.24,22.23,26.44,8.01,30.24,22.23,26.44,8.01,"Bird",4,28.4266666666667,24.46,3.9666666666667,"Block_1"
"Thraupidae","Coereba","flaveola",35,25,18.19,-65.45,18.19,-65.45,31.71,22.07,27.14,9.64,31.71,22.07,27.14,9.64,"Bird",10,28.0033333333333,24.6133333333333,3.39,"Block_1"
"Thraupidae","Sporophila","corvina",39.2,28.9,9.07,-79.42,9.07,-79.42,29.86,21.93,26.21,7.94,29.86,21.93,26.21,7.94,"Bird",10.3,29.1033333333333,24.1266666666667,4.9766666666666,"Block_1"
"Ramphastidae","Aulacorhynchus","sulcatus",31,23,9.34,-66.08,9.34,-66.08,30.83,21.86,27.75,8.97,30.83,21.86,27.75,8.97,"Bird",8,30.1133333333333,22.9766666666667,7.1366666666666,"Block_1"
"Ramphastidae","Ramphastos","dicolorus",34,20,-23.96,-57.08,-23.96,-57.08,33.38,13.11,23.96,20.27,33.38,13.11,23.96,20.27,"Bird",14,24.09,23.7566666666667,0.3333333333333,"Block_18"
"Cacatuidae","Eolophus","roseicapilla",33,22.5,-31.9,115.9,-31.9,115.9,31.23,9.06,18.86,22.16,31.23,9.06,18.86,22.16,"Bird",10.5,18.76,16.9,1.86,"Block_26"
"Psittacidae","Cyanoramphus","novaezelandiae",37,22,-40.54,174.53,-40.54,174.53,21.94,4.43,12.99,17.51,21.94,4.43,12.99,17.51,"Bird",15,16.1333333333333,12.4733333333333,3.66,"Block_25"
"Psittacidae","Cyanoramphus","unicolor",35,18,-41.17,174.53,-41.17,174.53,20.52,4.86,12.28,15.66,20.52,4.86,12.28,15.66,"Bird",17,15.4333333333333,11.6966666666667,3.7366666666666,"Block_25"
"Psittacidae","Cyanoliseus","patagonus",30,15,-37.88,-67.19,-37.88,-67.19,32.9,-0.18,15.72,33.08,32.9,-0.18,15.72,33.08,"Bird",15,18.19,13.3,4.89,"Block_18"
"Spheniscidae","Eudyptula","minor",25,16,-35.58,137.1,-35.58,137.1,24.64,8.86,15.64,15.78,24.64,8.86,15.64,15.78,"Bird",9,16.91,14.25,2.66,"Block_26"
"Strigidae","Athene","cunicularia",37,25,32.5,-115.34,32.5,-115.34,42.17,6.34,23.48,35.84,42.17,6.34,23.48,35.84,"Bird",12,43.0633333333333,9.26666666666667,33.7966666666666,"Block_1"
"Strigidae","Bubo","virginianus",32.2,20.3,33.27,-112.04,33.27,-112.04,41.55,5.07,22.57,36.47,41.55,5.07,22.57,36.47,"Bird",11.9,41.75,5.16333333333333,36.5866666666667,"Block_1"
"Strigidae","Strix","occidentalis",25.2,17,33.27,-111.05,33.27,-111.05,38.29,3.95,20.3,34.34,38.29,3.95,20.3,34.34,"Bird",8.2,33.8866666666667,0.950000000000002,32.9366666666667,"Block_1"
"Strigidae","Micrathene","whitneyi",38,33,31.93,-109.38,31.93,-109.38,32.51,-1.91,15.47,34.42,32.51,-1.91,15.47,34.42,"Bird",5,29.1766666666667,-1.14,30.3166666666667,"Block_1"
